# 家卫 · MAC 厂商（OUI）精简表
# 生成方式: python tools/build_oui_table.py --from wireshark
# 数据来源: https://www.wireshark.org/download/automated/data/manuf
# 过滤策略: 家庭 / 国产设备厂商白名单
# 字段: prefix,vendor,vendor_cn,device_hint
# 说明: device_hint 只在厂商几乎只做该品类时才填，其余留空 —— 不猜。
prefix,vendor,vendor_cn,device_hint
d8:93:d4,XiaomiCommun,小米,
d8:96:95,Apple,Apple,
d8:9a:0d,zte,中兴,
d8:9b:3b,HuaweiTechno,华为,
d8:9d:13,SamsungElect,Samsung / 三星,
d8:9e:3f,Apple,Apple,
d8:9e:61,HuaweiDevice,华为,
d8:a0:1d,Espressif,Espressif / 乐鑫,
d8:a0:e8,zte,中兴,
d8:a2:5e,Apple,Apple,
d8:a3:5c,SamsungElect,Samsung / 三星,
d8:a4:91,HuaweiDevice,华为,
d8:a8:c8,zte,中兴,
d8:ad:49,HonorDevice,荣耀,
d8:b0:53,XiaomiCommun,小米,
d8:b2:49,HuaweiDevice,华为,
d8:b2:aa,zte,中兴,
d8:b3:70,Ubiquiti,Ubiquiti,router
d8:bb:2c,Apple,Apple,
d8:bc:38,Espressif,Espressif / 乐鑫,
d8:be:1f,Apple,Apple,
d8:bf:c0,Espressif,Espressif / 乐鑫,
d8:c2:62,Ubiquiti,Ubiquiti,router
d8:c4:e9,SamsungElect,Samsung / 三星,
d8:c7:71,HuaweiTechno,华为,
d8:c8:e9,Phicomm,斐讯,router
d8:c9:60,HuaweiDevice,华为,
d8:cc:98,HuaweiDevice,华为,
d8:ce:3a,XiaomiCommun,小米,
d8:cf:9c,Apple,Apple,
d8:d1:cb,Apple,Apple,
d8:d4:3c,Sony,Sony / 索尼,
d8:da:f1,HuaweiTechno,华为,
d8:dc:40,Apple,Apple,
d8:de:3a,Apple,Apple,
d8:e0:e1,SamsungElect,Samsung / 三星,
d8:e2:3f,QingdaoHaier,海尔,
d8:e3:74,XiaomiCommun,小米,
d8:e5:93,Apple,Apple,
d8:e8:44,zte,中兴,
d8:eb:46,Google,Google,speaker
d8:ed:a8,XiaomiCommun,小米,
d8:ef:42,HuaweiDevice,华为,
d8:f1:2e,TPLink,TP-Link,router
d8:f1:5b,Espressif,Espressif / 乐鑫,
da:a1:19,Google,Google,speaker
dc:00:77,TpLinkTechno,TP-Link,router
dc:02:8e,zte,中兴,
dc:06:75,Espressif,Espressif / 乐鑫,
dc:07:f8,HikvisionDig,海康威视,camera
dc:08:0f,Apple,Apple,
dc:09:4c,HuaweiTechno,华为,
dc:0a:69,Espressif,Espressif / 乐鑫,
dc:0c:5c,Apple,Apple,
dc:10:57,Apple,Apple,
dc:12:1d,HuaweiTechno,华为,
dc:16:b2,HuaweiTechno,华为,
dc:1e:d5,Espressif,Espressif / 乐鑫,
dc:21:e2,HuaweiTechno,华为,
dc:27:27,HuaweiDevice,华为,
dc:2b:2a,Apple,Apple,
dc:2b:61,Apple,Apple,
dc:2d:3c,HuaweiDevice,华为,
dc:30:52,zte,中兴,
dc:33:0d,QingDaoHaier,海尔,
dc:33:0e,QingdaoHaier,海尔,
dc:33:3d,HuaweiDevice,华为,
dc:36:42,zte,中兴,
dc:37:14,Apple,Apple,
dc:41:5f,Apple,Apple,
dc:42:c8,HuaweiDevice,华为,
dc:44:b6,SamsungElect,Samsung / 三星,
dc:45:b8,Apple,Apple,
dc:4f:22,Espressif,Espressif / 乐鑫,
dc:51:93,zte,中兴,
dc:52:85,Apple,Apple,
dc:53:92,Apple,Apple,
dc:54:75,Espressif,Espressif / 乐鑫,
dc:55:b1,Espressif,Espressif / 乐鑫,
dc:56:e7,Apple,Apple,
dc:61:80,HuaweiTechno,华为,
dc:62:1f,HuaweiTechno,华为,
dc:62:79,TPLink,TP-Link,router
dc:66:72,SamsungElect,Samsung / 三星,
dc:68:80,zte,中兴,
dc:69:e2,SamsungElect,Samsung / 三星,
dc:6a:e7,XiaomiCommun,小米,
dc:6b:1b,HuaweiDevice,华为,
dc:6d:bc,Apple,Apple,
dc:71:37,zte,中兴,
dc:71:44,SamsungElect,Samsung / 三星,
dc:71:d0,Apple,Apple,
dc:72:9b,HuaweiTechno,华为,
dc:73:85,HuaweiDevice,华为,
dc:74:a8,SamsungElect,Samsung / 三星,
dc:77:94,HuaweiDevice,华为,
dc:7e:1d,HuaweiTechno,华为,
dc:7e:f5,HuaweiTechno,华为,
dc:80:84,Apple,Apple,
dc:86:8d,HuaweiTechno,华为,
dc:86:d8,Apple,Apple,
dc:87:f8,SamsungElect,Samsung / 三星,
dc:89:83,SamsungElect,Samsung / 三星,
dc:8e:6d,HuaweiDevice,华为,
dc:90:88,HuaweiTechno,华为,
dc:91:66,HuaweiDevice,华为,
dc:93:96,Apple,Apple,
dc:95:66,Apple,Apple,
dc:99:14,HuaweiTechno,华为,
dc:9a:7d,HisenseVisua,海信,tv
dc:9b:9c,Apple,Apple,
dc:9c:99,HuaweiTechno,华为,
dc:9d:ed,SamsungElect,Samsung / 三星,
dc:9e:8f,Apple,Apple,
dc:9f:db,Ubiquiti,Ubiquiti,router
dc:a2:81,HonorDevice,荣耀,
dc:a4:ca,Apple,Apple,
dc:a6:32,RaspberryPiT,Raspberry Pi,
dc:a7:82,HuaweiTechno,华为,
dc:a9:04,Apple,Apple,
dc:b4:d9,Espressif,Espressif / 乐鑫,
dc:b5:4f,Apple,Apple,
dc:b7:2e,XiaomiCommun,小米,
dc:c4:9c,SamsungElect,Samsung / 三星,
dc:c6:4b,HuaweiTechno,华为,
dc:cc:e6,SamsungElect,Samsung / 三星,
dc:cf:96,SamsungElect,Samsung / 三星,
dc:d2:6a,HikvisionDig,海康威视,camera
dc:d2:fc,HuaweiTechno,华为,
dc:d2:fd,HuaweiTechno,华为,
dc:d3:a2,Apple,Apple,
dc:d4:44,HuaweiDevice,华为,
dc:d7:a0,HuaweiDevice,华为,
dc:d9:16,HuaweiTechno,华为,
dc:da:0c,Espressif,Espressif / 乐鑫,
dc:db:27,HuaweiDevice,华为,
dc:dc:e2,SamsungElect,Samsung / 三星,
dc:df:d6,zte,中兴,
dc:e5:41,Apple,Apple,
dc:e5:5b,Google,Google,speaker
dc:e5:d8,zte,中兴,
dc:ed:83,XiaomiMobile,小米,
dc:ee:06,HuaweiTechno,华为,
dc:ef:09,Netgear,NETGEAR,router
dc:ef:80,HuaweiTechno,华为,
dc:f4:ca,Apple,Apple,
dc:f7:56,SamsungElect,Samsung / 三星,
dc:f8:b9,zte,中兴,
dc:fe:18,TpLinkTechno,TP-Link,router
e0:00:84,HuaweiTechno,华为,
e0:03:6b,SamsungElect,Samsung / 三星,
e0:05:c5,TpLinkTechno,TP-Link,router
e0:06:30,HuaweiTechno,华为,
e0:0c:e5,HuaweiTechno,华为,
e0:0d:ee,HuaweiDevice,华为,
e0:15:0b,HuaweiTechno,华为,
e0:19:1d,HuaweiTechno,华为,
e0:19:54,zte,中兴,
e0:1a:df,Google,Google,speaker
e0:1f:6a,HuaweiDevice,华为,
e0:1f:88,XiaomiCommun,小米,
e0:24:7f,HuaweiTechno,华为,
e0:24:81,HuaweiTechno,华为,
e0:26:11,Apple,Apple,
e0:28:0a,TPLink,TP-Link,router
e0:28:61,HuaweiTechno,华为,
e0:28:b1,SkyworthDigi,创维,tv
e0:2b:96,Apple,Apple,
e0:2e:3f,HuaweiDevice,华为,
e0:33:8e,Apple,Apple,
e0:36:76,HuaweiTechno,华为,
e0:38:3f,zte,中兴,
e0:3f:49,ASUSTekCOMPU,华硕,router
e0:40:07,HuaweiDevice,华为,
e0:40:27,HuaweiDevice,华为,
e0:41:02,zte,中兴,
e0:46:9a,Netgear,NETGEAR,router
e0:46:ee,Netgear,NETGEAR,router
e0:4b:a6,HuaweiTechno,华为,
e0:4c:12,RealmeChongq,realme,
e0:4e:5d,HuaweiTechno,华为,
e0:5a:1b,Espressif,Espressif / 乐鑫,
e0:5f:45,Apple,Apple,
e0:62:67,XiaomiCommun,小米,
e0:63:da,Ubiquiti,Ubiquiti,router
e0:63:e5,Sony,Sony / 索尼,
e0:66:78,Apple,Apple,
e0:6c:c5,HuaweiDevice,华为,
e0:6d:17,Apple,Apple,
e0:72:a1,Espressif,Espressif / 乐鑫,
e0:77:26,HuaweiDevice,华为,
e0:7c:13,zte,中兴,
e0:80:6b,XiaomiCommun,小米,
e0:89:7e,Apple,Apple,
e0:8c:fe,Espressif,Espressif / 乐鑫,
e0:91:f5,Netgear,NETGEAR,router
e0:92:5c,Apple,Apple,
e0:97:96,HuaweiTechno,华为,
e0:98:06,Espressif,Espressif / 乐鑫,
e0:99:71,SamsungElect,Samsung / 三星,
e0:9d:13,SamsungElect,Samsung / 三星,
e0:9d:1e,zte,中兴,
e0:a1:ce,zte,中兴,
e0:a3:ac,HuaweiTechno,华为,
e0:a4:47,zte,中兴,
e0:aa:96,SamsungElect,Samsung / 三星,
e0:ac:cb,Apple,Apple,
e0:ad:9b,HuaweiTechno,华为,
e0:ae:a2,HuaweiTechno,华为,
e0:b5:2d,Apple,Apple,
e0:b5:5f,Apple,Apple,
e0:b6:55,XiaomiElectr,小米,
e0:b6:68,zte,中兴,
e0:b9:ba,Apple,Apple,
e0:ba:78,Apple,Apple,
e0:ba:ad,HikvisionDig,海康威视,camera
e0:bd:a0,Apple,Apple,
e0:bf:b2,Apple,Apple,
e0:c2:50,Netgear,NETGEAR,router
e0:c2:9e,zte,中兴,
e0:c3:77,SamsungElect,Samsung / 三星,
e0:c3:ea,Apple,Apple,
e0:c3:f3,zte,中兴,
e0:c7:67,Apple,Apple,
e0:c9:7a,Apple,Apple,
e0:ca:3c,HikvisionDig,海康威视,camera
e0:cb:4e,ASUSTekCOMPU,华硕,router
e0:cb:ee,SamsungElect,Samsung / 三星,
e0:cc:7a,HuaweiTechno,华为,
e0:cc:f8,XiaomiCommun,小米,
e0:cd:b8,HuaweiDevice,华为,
e0:d0:83,SamsungElect,Samsung / 三星,
e0:d3:62,TPLink,TP-Link,router
e0:d4:62,HuaweiDevice,华为,
e0:da:90,HuaweiTechno,华为,
e0:da:d7,zte,中兴,
e0:db:10,SamsungElect,Samsung / 三星,
e0:dc:ff,XiaomiCommun,小米,
e0:df:13,HikvisionDig,海康威视,camera
e0:e0:fc,HuaweiDevice,华为,
e0:e2:e6,Espressif,Espressif / 乐鑫,
e0:e3:7c,HuaweiDevice,华为,
e0:eb:40,Apple,Apple,
e0:f3:30,HuaweiTechno,华为,
e0:f4:42,HuaweiDevice,华为,
e0:f5:c6,Apple,Apple,
e0:f8:47,Apple,Apple,
e4:06:e0,HuaweiTechno,华为,
e4:07:2b,HuaweiDevice,华为,
e4:07:b4,HuaweiTechno,华为,
e4:0a:16,HuaweiTechno,华为,
e4:0e:ee,HuaweiTechno,华为,
e4:10:88,SamsungElect,Samsung / 三星,
e4:12:1d,SamsungElect,Samsung / 三星,
e4:19:c1,HuaweiTechno,华为,
e4:1b:43,XiaomiMobile,小米,
e4:25:e7,Apple,Apple,
e4:26:8b,HuaweiDevice,华为,
e4:27:61,HonorDevice,荣耀,
e4:2b:34,Apple,Apple,
e4:2f:37,Apple,Apple,
e4:32:cb,SamsungElect,Samsung / 三星,
e4:34:93,HuaweiTechno,华为,
e4:35:c8,HuaweiTechno,华为,
e4:38:83,Ubiquiti,Ubiquiti,router
e4:3b:c9,HisenseVisua,海信,tv
e4:3e:c6,HuaweiTechno,华为,
e4:40:e2,SamsungElect,Samsung / 三星,
e4:41:22,OnePlusTechn,一加,
e4:43:89,Apple,Apple,
e4:43:cf,TPLink,TP-Link,router
e4:45:19,XiaomiElectr,小米,
e4:46:da,XiaomiCommun,小米,
e4:47:b3,zte,中兴,
e4:4e:12,zte,中兴,
e4:50:eb,Apple,Apple,
e4:53:41,Apple,Apple,
e4:54:e5,HuaweiDevice,华为,
e4:58:b8,SamsungElect,Samsung / 三星,
e4:58:e7,SamsungElect,Samsung / 三星,
e4:5b:b3,zte,中兴,
e4:5d:75,SamsungElect,Samsung / 三星,
e4:5e:1b,Google,Google,speaker
e4:5f:01,RaspberryPiT,Raspberry Pi,
e4:60:4d,zte,中兴,
e4:65:b8,Espressif,Espressif / 乐鑫,
e4:66:ab,zte,中兴,
e4:68:a3,HuaweiTechno,华为,
e4:6a:35,RealmeChongq,realme,
e4:70:10,Apple,Apple,
e4:72:e2,HuaweiTechno,华为,
e4:73:19,HuaweiDevice,华为,
e4:76:84,Apple,Apple,
e4:77:23,zte,中兴,
e4:77:27,HuaweiTechno,华为,
e4:7c:1a,mercurycorpe,水星 / Mercury,router
e4:7c:f9,SamsungElect,Samsung / 三星,
e4:7d:bd,SamsungElect,Samsung / 三星,
e4:7e:66,HuaweiTechno,华为,
e4:7e:9a,zte,中兴,
e4:7f:3c,zte,中兴,
e4:82:10,HuaweiTechno,华为,
e4:83:26,HuaweiTechno,华为,
e4:84:d3,XiaomiCommun,小米,
e4:8a:93,HisenseVisua,海信,tv
e4:8b:7f,Apple,Apple,
e4:8c:73,RealmeChongq,realme,
e4:8e:c5,HuaweiTechno,华为,
e4:8f:1d,HuaweiDevice,华为,
e4:90:2a,HuaweiTechno,华为,
e4:90:fd,Apple,Apple,
e4:92:82,SamsungElect,Samsung / 三星,
e4:92:fb,SamsungElect,Samsung / 三星,
e4:98:d6,Apple,Apple,
e4:99:5f,HuaweiTechno,华为,
e4:9a:79,Apple,Apple,
e4:9a:dc,Apple,Apple,
e4:9c:67,Apple,Apple,
e4:9f:7d,SamsungElect,Samsung / 三星,
e4:a4:30,SamsungElect,Samsung / 三星,
e4:a7:c5,HuaweiTechno,华为,
e4:a7:d0,HuaweiTechno,华为,
e4:a8:b6,HuaweiTechno,华为,
e4:aa:e4,XiaomiCommun,小米,
e4:b0:21,SamsungElect,Samsung / 三星,
e4:b0:63,Espressif,Espressif / 乐鑫,
e4:b1:07,HuaweiDevice,华为,
e4:b1:6c,Apple,Apple,
e4:b2:24,HuaweiTechno,华为,
e4:b2:fb,Apple,Apple,
e4:b3:23,Espressif,Espressif / 乐鑫,
e4:b5:03,RealmeChongq,realme,
e4:b5:55,HuaweiDevice,华为,
e4:bc:aa,XiaomiCommun,小米,
e4:bd:4b,zte,中兴,
e4:be:fb,HuaweiTechno,华为,
e4:c0:fe,Apple,Apple,
e4:c2:d1,HuaweiTechno,华为,
e4:c3:2a,TpLinkTechno,TP-Link,router
e4:c6:3d,Apple,Apple,
e4:ca:12,zte,中兴,
e4:cd:a7,zte,中兴,
e4:ce:8f,Apple,Apple,
e4:d3:32,TpLinkTechno,TP-Link,router
e4:d3:73,HuaweiTechno,华为,
e4:d3:98,XiaomiCommun,小米,
e4:d5:8b,HikvisionDig,海康威视,camera
e4:db:6d,XiaomiElectr,小米,
e4:dc:43,HuaweiDevice,华为,
e4:dc:cc,HuaweiTechno,华为,
e4:e0:a6,Apple,Apple,
e4:e0:c5,SamsungElect,Samsung / 三星,
e4:e4:ab,Apple,Apple,
e4:ec:e8,SamsungElect,Samsung / 三星,
e4:f0:42,Google,Google,speaker
e4:f3:c4,SamsungElect,Samsung / 三星,
e4:f3:f5,MercuryCommu,水星 / Mercury,router
e4:f4:c6,Netgear,NETGEAR,router
e4:f8:ef,SamsungElect,Samsung / 三星,
e4:fa:c4,TPLink,TP-Link,router
e4:fa:ed,SamsungElect,Samsung / 三星,
e4:fb:5d,HuaweiTechno,华为,
e4:fd:a1,HuaweiTechno,华为,
e4:fe:43,XiaomiMobile,小米,
e8:03:9a,SamsungElect,Samsung / 三星,
e8:04:0b,Apple,Apple,
e8:06:88,Apple,Apple,
e8:06:90,Espressif,Espressif / 乐鑫,
e8:08:8b,HuaweiTechno,华为,
e8:08:af,zte,中兴,
e8:11:32,SamsungElect,Samsung / 三星,
e8:13:6e,HuaweiTechno,华为,
e8:1c:d8,Apple,Apple,
e8:1e:92,HuaweiDevice,华为,
e8:22:b8,SkyworthDigi,创维,tv
e8:28:8d,HuaweiDevice,华为,
e8:2b:c5,HuaweiDevice,华为,
e8:31:cd,Espressif,Espressif / 乐鑫,
e8:36:17,Apple,Apple,
e8:3a:12,SamsungElect,Samsung / 三星,
e8:3d:c1,Espressif,Espressif / 乐鑫,
e8:3f:67,HuaweiDevice,华为,
e8:43:68,zte,中兴,
e8:48:b8,TPLink,TP-Link,router
e8:4a:54,XiaomiMobile,小米,
e8:4a:78,Apple,Apple,
e8:4d:74,HuaweiTechno,华为,
e8:4d:d0,HuaweiTechno,华为,
e8:4e:84,SamsungElect,Samsung / 三星,
e8:4e:ba,Google,Google,speaker
e8:4f:a7,HuaweiDevice,华为,
e8:50:8b,SamsungElect,Samsung / 三星,
e8:54:97,SamsungElect,Samsung / 三星,
e8:56:7a,zte,中兴,
e8:5a:8b,XiaomiCommun,小米,
e8:5f:02,Apple,Apple,
e8:5f:b4,XiaomiCommun,小米,
e8:68:19,HuaweiTechno,华为,
e8:68:e7,Espressif,Espressif / 乐鑫,
e8:6b:ea,Espressif,Espressif / 乐鑫,
e8:6d:cb,SamsungElect,Samsung / 三星,
e8:6d:e9,HuaweiTechno,华为,
e8:6e:44,zte,中兴,
e8:78:65,Apple,Apple,
e8:7e:1c,HuaweiTechno,华为,
e8:7e:ef,XiaomiCommun,小米,
e8:7f:6b,SamsungElect,Samsung / 三星,
e8:7f:95,Apple,Apple,
e8:80:2e,Apple,Apple,
e8:80:e7,HuaweiDevice,华为,
e8:81:52,Apple,Apple,
e8:81:75,zte,中兴,
e8:84:c6,HuaweiTechno,华为,
e8:85:4b,Apple,Apple,
e8:88:43,XiaomiCommun,小米,
e8:8d:28,Apple,Apple,
e8:93:09,SamsungElect,Samsung / 三星,
e8:94:f6,TpLinkTechno,TP-Link,router
e8:98:47,XiaomiCommun,小米,
e8:98:ee,Apple,Apple,
e8:9c:25,ASUSTekCOMPU,华硕,router
e8:9f:6d,Espressif,Espressif / 乐鑫,
e8:a0:ed,HikvisionDig,海康威视,camera
e8:a1:f8,zte,中兴,
e8:a3:4e,HuaweiTechno,华为,
e8:a6:60,HuaweiTechno,华为,
e8:a6:ca,HuaweiDevice,华为,
e8:a7:30,Apple,Apple,
e8:aa:cb,SamsungElect,Samsung / 三星,
e8:ab:f3,HuaweiTechno,华为,
e8:ac:23,HuaweiTechno,华为,
e8:ac:ad,zte,中兴,
e8:b2:ac,Apple,Apple,
e8:b4:c8,SamsungElect,Samsung / 三星,
e8:b5:41,zte,中兴,
e8:ba:17,XiaomiMobile,小米,
e8:bd:d1,HuaweiTechno,华为,
e8:c1:d7,Philips,Signify / 飞利浦,bulb
e8:c3:86,Apple,Apple,
e8:c3:c5,HuaweiDevice,华为,
e8:c6:e6,ChanghongTra,长虹,tv
e8:c9:13,SamsungElect,Samsung / 三星,
e8:cd:2d,HuaweiTechno,华为,
e8:d5:2b,Google,Google,speaker
e8:d7:65,HuaweiTechno,华为,
e8:d7:75,HuaweiTechno,华为,
e8:da:3e,HuaweiDevice,华为,
e8:db:84,Espressif,Espressif / 乐鑫,
e8:de:27,TpLinkTechno,TP-Link,router
e8:e5:d6,SamsungElect,Samsung / 三星,
e8:e7:c3,zte,中兴,
e8:ea:34,HuaweiTechno,华为,
e8:ea:4d,HuaweiTechno,华为,
e8:ea:fa,QingdaoHaier,海尔,
e8:f0:85,HuaweiTechno,华为,
e8:f6:0a,Espressif,Espressif / 乐鑫,
e8:f6:54,HuaweiTechno,华为,
e8:f7:2f,HuaweiTechno,华为,
e8:f7:91,XiaomiCommun,小米,
e8:f9:d4,HuaweiTechno,华为,
e8:fa:23,HuaweiDevice,华为,
e8:fb:e9,Apple,Apple,
e8:fc:af,Netgear,NETGEAR,router
e8:fd:35,HuaweiDevice,华为,
e8:fe:be,Apple,Apple,
e8:ff:98,HuaweiDevice,华为,
e8:ff:f4,Apple,Apple,
ea:9f:b1,PhilipsInter,Signify / 飞利浦,bulb
ec:08:6b,TpLinkTechno,TP-Link,router
ec:0d:51,Apple,Apple,
ec:10:55,XiaomiElectr,小米,
ec:10:7b,SamsungElect,Samsung / 三星,
ec:17:2f,TpLinkTechno,TP-Link,router
ec:1a:02,HuaweiTechno,华为,
ec:1d:53,HuaweiTechno,华为,
ec:1d:7f,zte,中兴,
ec:1f:72,SamsungElect,Samsung / 三星,
ec:23:3d,HuaweiTechno,华为,
ec:23:7b,zte,中兴,
ec:26:51,Apple,Apple,
ec:26:ca,TpLinkTechno,TP-Link,router
ec:28:d3,Apple,Apple,
ec:2c:0d,Apple,Apple,
ec:2c:73,Apple,Apple,
ec:2c:e2,Apple,Apple,
ec:30:b3,XiaomiCommun,小米,
ec:35:86,Apple,Apple,
ec:38:8f,HuaweiTechno,华为,
ec:3a:52,HuaweiDevice,华为,
ec:3c:bb,HuaweiDevice,华为,
ec:41:18,XIAOMIElectr,小米,
ec:42:cc,Apple,Apple,
ec:46:54,Apple,Apple,
ec:4d:3e,XiaomiMobile,小米,
ec:4d:47,HuaweiTechno,华为,
ec:53:6f,HuaweiTechno,华为,
ec:53:82,HonorDevice,荣耀,
ec:55:1c,HuaweiTechno,华为,
ec:56:23,HuaweiTechno,华为,
ec:5a:a3,HuaweiDevice,华为,
ec:60:73,TpLinkTechno,TP-Link,router
ec:62:60,Espressif,Espressif / 乐鑫,
ec:64:88,HonorDevice,荣耀,
ec:64:c9,Espressif,Espressif / 乐鑫,
ec:6c:b5,zte,中兴,
ec:71:db,ReolinkInnov,Reolink,camera
ec:72:5b,zte,中兴,
ec:73:79,Apple,Apple,
ec:75:0c,TPLink,TP-Link,router
ec:75:3e,HuaweiTechno,华为,
ec:79:c0,zte,中兴,
ec:7c:2c,HuaweiTechno,华为,
ec:7c:b6,SamsungElect,Samsung / 三星,
ec:81:50,Apple,Apple,
ec:81:52,HuaweiTechno,华为,
ec:81:9c,HuaweiTechno,华为,
ec:82:63,zte,中兴,
ec:85:2f,Apple,Apple,
ec:88:8f,TpLinkTechno,TP-Link,router
ec:89:14,HuaweiTechno,华为,
ec:8a:4c,zte,中兴,
ec:8c:9a,HuaweiTechno,华为,
ec:90:c1,SamsungElect,Samsung / 三星,
ec:94:cb,Espressif,Espressif / 乐鑫,
ec:97:a2,Apple,Apple,
ec:97:e0,EzvizSoftwar,萤石,camera
ec:9b:f3,SamsungElect,Samsung / 三星,
ec:a1:d1,HuaweiTechno,华为,
ec:a6:2f,HuaweiTechno,华为,
ec:a9:07,Apple,Apple,
ec:a9:71,HikvisionDig,海康威视,camera
ec:aa:25,SamsungElect,Samsung / 三星,
ec:aa:8f,HuaweiTechno,华为,
ec:ad:b8,Apple,Apple,
ec:b5:50,SamsungElect,Samsung / 三星,
ec:b5:fa,PhilipsLight,Signify / 飞利浦,bulb
ec:b8:78,HuaweiDevice,华为,
ec:b9:31,TPLink,TP-Link,router
ec:b9:a5,HuaweiDevice,华为,
ec:c0:1b,HuaweiTechno,华为,
ec:c3:42,zte,中兴,
ec:c3:b0,zte,中兴,
ec:c5:d2,HuaweiDevice,华为,
ec:c8:9c,HikvisionDig,海康威视,camera
ec:c9:ff,Espressif,Espressif / 乐鑫,
ec:cb:30,HuaweiTechno,华为,
ec:ce:d7,Apple,Apple,
ec:d0:9f,XiaomiCommun,小米,
ec:d5:08,Apple,Apple,
ec:d6:1b,Espressif,Espressif / 乐鑫,
ec:da:3b,Espressif,Espressif / 乐鑫,
ec:dc:aa,Apple,Apple,
ec:e0:9b,SamsungElect,Samsung / 三星,
ec:e3:34,Espressif,Espressif / 乐鑫,
ec:e6:1d,HuaweiDevice,华为,
ec:e9:d2,Apple,Apple,
ec:e9:f5,HuaweiTechno,华为,
ec:f0:fe,zte,中兴,
ec:f8:d0,HuaweiTechno,华为,
ec:fa:5c,XiaomiElectr,小米,
ec:fa:bc,Espressif,Espressif / 乐鑫,
ec:ff:3a,Apple,Apple,
f0:04:e1,Apple,Apple,
f0:05:1b,SamsungElect,Samsung / 三星,
f0:08:d1,Espressif,Espressif / 乐鑫,
f0:08:f1,SamsungElect,Samsung / 三星,
f0:09:0d,TPLink,TP-Link,router
f0:0c:51,zte,中兴,
f0:0f:ec,HuaweiTechno,华为,
f0:16:1d,Espressif,Espressif / 乐鑫,
f0:18:98,Apple,Apple,
f0:1b:24,zte,中兴,
f0:1f:c7,Apple,Apple,
f0:24:75,Apple,Apple,
f0:24:f9,Espressif,Espressif / 乐鑫,
f0:25:8e,HuaweiTechno,华为,
f0:25:b7,SamsungElect,Samsung / 三星,
f0:27:a0,Apple,Apple,
f0:2f:4b,Apple,Apple,
f0:2f:74,ASUSTekCOMPU,华硕,router
f0:2f:a7,HuaweiTechno,华为,
f0:2f:ba,Apple,Apple,
f0:33:e5,HuaweiTechno,华为,
f0:37:cf,HuaweiDevice,华为,
f0:39:65,SamsungElect,Samsung / 三星,
f0:3f:95,HuaweiTechno,华为,
f0:40:d9,Apple,Apple,
f0:42:f5,HuaweiDevice,华为,
f0:43:47,HuaweiTechno,华为,
f0:55:01,HuaweiDevice,华为,
f0:5a:09,SamsungElect,Samsung / 三星,
f0:5b:7b,SamsungElect,Samsung / 三星,
f0:5c:0e,HuaweiDevice,华为,
f0:5c:77,Google,Google,speaker
f0:5c:d5,Apple,Apple,
f0:5d:88,HuaweiTechno,华为,
f0:62:5a,RealmeChongq,realme,
f0:63:f9,HuaweiTechno,华为,
f0:65:ae,SamsungElect,Samsung / 三星,
f0:67:b1,SamsungElect,Samsung / 三星,
f0:6b:ca,SamsungElect,Samsung / 三星,
f0:6c:5d,XiaomiCommun,小米,
f0:70:4f,SamsungElect,Samsung / 三星,
f0:72:8c,SamsungElect,Samsung / 三星,
f0:72:ea,Google,Google,speaker
f0:76:6f,Apple,Apple,
f0:78:07,Apple,Apple,
f0:79:59,ASUSTekCOMPU,华硕,router
f0:79:60,Apple,Apple,
f0:7a:55,zte,中兴,
f0:84:c9,zte,中兴,
f0:8a:76,SamsungElect,Samsung / 三星,
f0:90:08,SkyworthDigi,创维,tv
f0:98:38,HuaweiTechno,华为,
f0:98:9d,Apple,Apple,
f0:99:b6,Apple,Apple,
f0:99:bf,Apple,Apple,
f0:9b:b8,HuaweiTechno,华为,
f0:9e:9e,Espressif,Espressif / 乐鑫,
f0:9f:c2,Ubiquiti,Ubiquiti,router
f0:a0:b1,HuaweiTechno,华为,
f0:a3:5a,Apple,Apple,
f0:a4:ea,HuaweiDevice,华为,
f0:a7:31,TPLink,TP-Link,router
f0:a9:51,HuaweiTechno,华为,
f0:ab:1f,zte,中兴,
f0:b0:e7,Apple,Apple,
f0:b1:3f,HuaweiDevice,华为,
f0:b3:ec,Apple,Apple,
f0:b4:29,XiaomiCommun,小米,
f0:b4:79,Apple,Apple,
f0:bd:ee,HuaweiDevice,华为,
f0:bf:97,Sony,Sony / 索尼,
f0:c1:f1,Apple,Apple,
f0:c3:71,Apple,Apple,
f0:c4:2f,HuaweiDevice,华为,
f0:c4:78,HuaweiTechno,华为,
f0:c7:25,Apple,Apple,
f0:c8:50,HuaweiTechno,华为,
f0:c8:b5,HuaweiTechno,华为,
f0:cb:a1,Apple,Apple,
f0:cd:31,SamsungElect,Samsung / 三星,
f0:d1:a9,Apple,Apple,
f0:d3:1f,Apple,Apple,
f0:d6:35,Apple,Apple,
f0:d7:93,Apple,Apple,
f0:d7:ee,HuaweiDevice,华为,
f0:db:e2,Apple,Apple,
f0:db:f8,Apple,Apple,
f0:dc:e2,Apple,Apple,
f0:e4:26,SamsungElect,Samsung / 三星,
f0:e4:a2,HuaweiTechno,华为,
f0:e7:7e,SamsungElect,Samsung / 三星,
f0:ed:19,zte,中兴,
f0:ee:10,SamsungElect,Samsung / 三星,
f0:ee:7a,Apple,Apple,
f0:ef:86,Google,Google,speaker
f0:f3:36,TpLinkTechno,TP-Link,router
f0:f5:64,SamsungElect,Samsung / 三星,
